,province,max,min,wind,wind_d,rain,humidi,cloud,pressure,date,region,weather
95788,Can Tho,30,21,8,WSW,0.0,67,36,1011,2021-01-20,Nam,Nắng
95789,Can Tho,32,21,10,E,0.0,68,6,1011,2009-01-21,Nam,Nắng
95790,Can Tho,31,22,12,SE,0.4,80,18,1012,2010-01-21,Nam,Nắng
95791,Can Tho,31,22,7,S,0.9,73,53,1009,2011-01-21,Nam,Nắng
95792,Can Tho,31,22,16,ESE,0.0,78,29,1009,2012-01-21,Nam,Nắng
95793,Can Tho,33,23,15,E,1.0,72,27,1013,2013-01-21,Nam,Nắng
95794,Can Tho,29,18,6,S,0.0,67,42,1015,2014-01-21,Nam,Lạnh
95795,Can Tho,31,21,11,ENE,0.0,65,7,1016,2015-01-21,Nam,Nắng
95796,Can Tho,34,23,18,ESE,0.0,73,17,1012,2016-01-21,Nam,Nắng
95797,Can Tho,31,23,12,ENE,0.9,75,41,1013,2017-01-21,Nam,Nắng
95798,Can Tho,31,24,7,ESE,13.8,80,46,1008,2018-01-21,Nam,Nắng
95799,Can Tho,32,24,11,ENE,0.8,71,47,1012,2019-01-21,Nam,Nắng
95800,Can Tho,33,23,14,E,0.0,66,24,1013,2020-01-21,Nam,Nắng
95801,Can Tho,31,22,7,SW,0.0,71,33,1010,2021-01-21,Nam,Nắng
95802,Can Tho,27,24,12,E,0.5,77,66,1011,2009-01-24,Nam,Gió
95803,Can Tho,32,23,16,E,0.0,68,20,1013,2010-01-24,Nam,Nắng
95804,Can Tho,31,23,11,E,0.5,76,44,1011,2011-01-24,Nam,Nắng
95805,Can Tho,33,22,7,SSE,1.9,76,12,1009,2012-01-24,Nam,Nắng
95806,Can Tho,32,22,13,ESE,0.1,74,25,1012,2013-01-24,Nam,Nắng
95807,Can Tho,31,17,6,SW,0.0,65,2,1013,2014-01-24,Nam,Nắng
95808,Can Tho,31,20,13,ESE,0.0,67,5,1014,2015-01-24,Nam,Nắng
95809,Can Tho,34,25,22,E,1.2,64,30,1014,2016-01-24,Nam,Nắng
95810,Can Tho,32,24,9,ESE,0.0,71,61,1013,2017-01-24,Nam,Nắng
95811,Can Tho,31,24,11,E,6.1,79,44,1008,2018-01-24,Nam,Nắng
95812,Can Tho,31,22,9,SE,0.0,69,14,1013,2019-01-24,Nam,Nắng
95813,Can Tho,33,22,12,ESE,0.0,71,15,1012,2020-01-24,Nam,Nắng
95814,Can Tho,29,22,9,ESE,7.0,83,64,1011,2021-01-24,Nam,Mây
95815,Can Tho,32,22,10,E,0.0,70,42,1012,2009-01-26,Nam,Nắng
95816,Can Tho,31,24,13,E,0.1,73,39,1013,2010-01-26,Nam,Nắng
95817,Can Tho,34,22,16,ENE,0.2,68,32,1011,2011-01-26,Nam,Nắng
95818,Can Tho,31,22,11,E,1.1,77,17,1010,2012-01-26,Nam,Nắng
95819,Can Tho,32,22,16,ESE,0.1,72,15,1012,2013-01-26,Nam,Nắng
